id,properties.amenity,properties.brand,properties.description,properties.opening_hours,properties.short_name,geometry.type,geometry.coordinates,properties.capacity,properties.addr:city,properties.addr:country,properties.addr:postcode,properties.addr:state,properties.location,socket_types
way/762728901,charging_station,"Tesla, Inc.",Hollydene Supercharger,24/7,Tesla,Polygon,"[[[150.8323303, -32.4473776], [150.8322847, -32.4473524], [150.8321618, -32.4475109], [150.8322075, -32.4475361], [150.8323303, -32.4473776]]]",,,,,,,
way/1176146545,charging_station,Tesla Supercharger,,,Tesla,Polygon,"[[[139.5011723, -35.3040185], [139.5012011, -35.3040544], [139.5012277, -35.3040401], [139.5012529, -35.3040264], [139.5012757, -35.3040137], [139.501299, -35.304001], [139.5013229, -35.3039874], [139.5013471, -35.3039736], [139.5013176, -35.3039393], [139.5012935, -35.3039531], [139.5012707, -35.3039659], [139.5012467, -35.3039787], [139.5012244, -35.3039909], [139.501199, -35.3040043], [139.5011723, -35.3040185]]]",6,,,,,,
way/1189771948,charging_station,,,,,Polygon,"[[[138.5748466, -35.0081462], [138.5748542, -35.0081967], [138.5750899, -35.0081669], [138.5750818, -35.0081176], [138.5748466, -35.0081462]]]",,,,,,,
way/1253852373,charging_station,Tesla Destination,,24/7,,Polygon,"[[[130.877993, -12.4074783], [130.8779695, -12.4075449], [130.8780173, -12.4075609], [130.8780407, -12.4074944], [130.877993, -12.4074783]]]",3,,,,,,2
way/1258973419,charging_station,EVlink,,,,Polygon,"[[[144.9937152, -37.8037876], [144.9937602, -37.8035113], [144.9937013, -37.8035051], [144.9936529, -37.803781], [144.9937152, -37.8037876]]]",,,,,,,
way/1278067243,charging_station,Tesla,,24/7,,Polygon,"[[[153.0137566, -27.2394365], [153.0137045, -27.2394189], [153.0135673, -27.2397415], [153.0136194, -27.239759], [153.0137566, -27.2394365]]]",9,,,,,,
node/1638722815,charging_station,,,24/7,,Point,"[115.8715309, -31.9362523]",,,,,,,
node/3203111051,charging_station,ChargePoint,,,,Point,"[115.8348552, -32.0346555]",,,,,,,
node/3488644749,charging_station,ChargePoint,,,,Point,"[151.6438477, -32.9358797]",,,,,,,
node/3946796253,charging_station,,,,,Point,"[146.4125226, -41.218297]",2,,,,,,"1, 1"
node/4016257448,charging_station,Tesla Supercharger,Goulburn Supercharger,24/7,Tesla,Point,"[149.7209942, -34.7554799]",8,,,,,,
node/4027662399,charging_station,Tesla Supercharger,Tesla Supercharger,24/7,Tesla,Point,"[145.5734088, -36.7527958]",6,Euroa,AU,3666,VIC,,
node/4027663540,charging_station,Tesla Supercharger,Tesla Supercharger,24/7,Tesla,Point,"[146.8900517, -36.1237775]",,Wodonga,AU,3690,VIC,,
node/4027667916,charging_station,Tesla Supercharger,Tesla Supercharger,,Tesla,Point,"[148.1098598, -35.0021004]",6,,,,,,
node/4332286415,charging_station,"Tesla, Inc.",Tesla Chadstone,,Tesla,Point,"[145.0824905, -37.8872284]",4,Chadstone,,,,,
node/4332296675,charging_station,,,,,Point,"[145.2116252, -38.0270897]",2,,,,,,
node/4332305132,charging_station,,,,,Point,"[143.8664155, -37.5753648]",,,,,,,
node/4332324003,charging_station,,,,,Point,"[144.9719796, -37.8042881]",2,,,,,underground,
node/4356704673,charging_station,Tesla Supercharger,,,Tesla,Point,"[144.9957089, -37.8321721]",4,,,,,,
node/4559150341,charging_station,Tesla Supercharger,,,Tesla,Point,"[143.8226401, -37.5346311]",6,,,,,,
node/4681433874,charging_station,,,,,Point,"[138.7249462, -34.923656]",1,,,,,,
node/4776101051,charging_station,,,,,Point,"[145.133609, -37.9054453]",,,,,,,
node/4776121605,charging_station,,Free Moreland Council Car Charging Point,,,Point,"[144.9701016, -37.7412518]",,,,,,,
node/4776130324,charging_station,,,,,Point,"[145.5029836, -37.6507196]",,,,,,,
node/4861233240,charging_station,Yurika,QESH - Gatton,,,Point,"[152.3351514, -27.5512615]",2,,,,,,"2, 1"
node/4896269173,charging_station,ChargePoint,ChargePoint,,,Point,"[145.0534948, -37.9584508]",,,,,,,
node/5004854821,charging_station,Tesla Supercharger,Coffs Harbour Supercharger,24/7,Tesla,Point,"[153.1315933, -30.2814283]",6,,,,,,
node/5047210796,charging_station,,,,,Point,"[151.3749048, -33.5212508]",,,,,,,
node/5047211383,charging_station,ChargePoint,,,,Point,"[150.8812521, -34.4075897]",,,,,,,
node/5132854542,charging_station,Tesla Supercharger,,,Tesla,Point,"[140.3557562, -36.0990659]",,,,,,,
node/5162910541,charging_station,Tesla Supercharger,Clare Valley Supercharger,,Tesla,Point,"[138.6181952, -33.8485098]",4,,,,,,
node/5249804024,charging_station,,,,,Point,"[138.3188648, -35.4470219]",,,,,,,
node/5270964444,charging_station,,,,,Point,"[153.615842, -28.643176]",,,,,,,
node/5334248429,charging_station,,,,,Point,"[133.2007563, -25.197523]",,,,,,,
node/5334248433,charging_station,,,,,Point,"[133.6228479, -27.304117]",,,,,,,
node/5334248922,charging_station,,,,,Point,"[141.2756294, -37.921672]",,,,,,,
node/5395408885,charging_station,,Free Moreland Council EV charging,,,Point,"[144.9695097, -37.7025331]",1,,,,,,
node/5438383393,charging_station,Tesla Supercharger,Tesla Supercharger,,Tesla,Point,"[151.1946269, -33.8829291]",8,,,,,,
node/5519599141,charging_station,,,24/7,,Point,"[146.3248524, -41.382797]",2,,,,,,2
node/5519606421,charging_station,,,Mo-Fr 07:45-18:30; Sa-Su off,,Point,"[147.324301, -42.8812739]",2,,,,,,
node/5553840397,charging_station,,Free Moreland Council Car Charging Point,Mo-Su 09:00-09:00,,Point,"[144.9697797, -37.7407364]",,,,,,,
node/5758577851,charging_station,Tesla Supercharger,Tesla Supercharger,,Tesla,Point,"[150.1284524, -36.2231879]",,,,,,,
node/5865178390,charging_station,,,,,Point,"[151.2063604, -33.8682863]",,,,,,,
node/5879749471,charging_station,,,,,Point,"[144.9619656, -37.7714237]",,,,,,,
node/5985113586,charging_station,Tesla Supercharger,Canberra Supercharger,24/7,Tesla,Point,"[149.1902551, -35.2942578]",6,,,,,,
node/6012351152,charging_station,,Chargefox,24/7,,Point,"[145.5909893, -36.743036]",4,Euroa,AU,3666,VIC,,4
node/6110132412,charging_station,,,,,Point,"[137.7714998, -35.7874472]",1,,,,,,
node/6165583448,charging_station,,NRMA Fast Charger,,,Point,"[150.4424531, -34.4500909]",1,,AU,2575,,,1
node/6165583449,charging_station,ChargePoint,Mittagong Tourist Information Centre,,,Point,"[150.4519627, -34.4501399]",1,,AU,2575,NSW,,
node/6217636780,charging_station,,Chargefox,,,Point,"[146.7267687, -36.0739678]",8,,,,,,4
node/6294718962,charging_station,,J-1772,,,Point,"[143.8905143, -37.4438844]",2,,,,,,
node/6305536144,charging_station,"Tesla, Inc.",Tesla Mascot King Street,,Tesla,Point,"[151.186122, -33.9285142]",,,,2020,NSW,,
node/6361470537,charging_station,,,,,Point,"[150.8118548, -33.9760165]",,,,,,,
node/6361470538,charging_station,,,,,Point,"[150.8118557, -33.9760436]",,,,,,,
node/6434871034,charging_station,"Tesla, Inc.",Goolwa Visitor Information Centre - Destination Charging,,Tesla,Point,"[138.7844823, -35.5030219]",1,,,,,,
node/6456676767,charging_station,Tesla Supercharger,Tesla Supercharger,,Tesla,Point,"[146.7592991, -36.5870197]",,,,,,,
node/6456722833,charging_station,Tesla Supercharger,Tesla Supercharger,,Tesla,Point,"[148.6091712, -32.2499278]",,,,,,,
node/6456723747,charging_station,Tesla Supercharger,,,Tesla,Point,"[150.9171653, -31.1016073]",,,,,,,
node/6456731585,charging_station,ChargePoint,Chargepoint,,,Point,"[145.080672, -37.9505279]",,,,,,,
node/6456735006,charging_station,ChargePoint,,,,Point,"[145.1577067, -37.9214395]",,,,,,,
node/6456735596,charging_station,ChargePoint,,,,Point,"[145.165502, -37.8748303]",,,,,,,
node/6460533136,charging_station,Tesla Supercharger,Tesla Supercharger,,Tesla,Point,"[153.0404982, -27.4517194]",4,,,,,,
node/6460563175,charging_station,Tesla Supercharger,Tesla Supercharger,,Tesla,Point,"[153.4271031, -28.0353737]",8,,,,,,
node/6460580922,charging_station,"Tesla, Inc.",Knockrow Supercharger,24/7,Tesla,Point,"[153.5347035, -28.7495635]",6,,,,,,
node/6460587589,charging_station,Tesla Supercharger,Port Macquarie Supercharger,24/7,Tesla,Point,"[152.8236754, -31.4361396]",6,,,,,,
node/6460737186,charging_station,,,,,Point,"[144.3612324, -38.1433232]",4,,,,,,
node/6460781765,charging_station,,NRMA Fast Charger,,,Point,"[148.6197273, -36.4160168]",2,,,,,,
node/6460796546,charging_station,,NRMA Fast Charger,,,Point,"[147.2036752, -33.9237229]",,,,,,,
node/6460798626,charging_station,,NRMA Fast Charger,,,Point,"[148.2950671, -34.3117299]",1,,,,,,1
node/6460800322,charging_station,,NRMA Fast Charger,,,Point,"[148.1726877, -33.1375197]",,,,,,,
node/6485877929,charging_station,,RAC Electric Charging Station,,,Point,"[115.8244911, -33.5747389]",3,,,,,,
node/6489744914,charging_station,,NRMA Fast Charger,,,Point,"[149.5867462, -33.4191414]",1,,,,,,1
node/6489763087,charging_station,,NRMA Fast Charger,,,Point,"[150.7008205, -34.775569]",,,,,,,
node/6489797683,charging_station,,NRMA Fast Charger,,,Point,"[152.3814131, -32.0990505]",,,,,,,
node/6510389778,charging_station,,,,,Point,"[147.1395575, -41.4358155]",,,,,,,"1, 1"
node/6510436415,charging_station,,Mood Food Kempton,24/7,,Point,"[147.1888612, -42.5132365]",,,,,,,
node/6510508421,charging_station,,,,,Point,"[146.830594, -41.5279633]",1,,,,,,1
node/6512442081,charging_station,,NRMA Fast Charger,,,Point,"[150.1752344, -35.7084845]",1,,,,,,1
node/6517096170,charging_station,Tesla Supercharger,,,Tesla,Point,"[151.420595, -33.3101932]",,,,,,,
node/6525751310,charging_station,Tesla Supercharger,Tesla Supercharger,,Tesla,Point,"[150.6367014, -34.8082768]",,,,,,,
node/6562161992,charging_station,,,,,Point,"[144.9211921, -37.7235909]",,,,,,,
node/6566927907,charging_station,,,,,Point,"[145.0050847, -37.7401175]",1,,,,,,
node/6573455731,charging_station,,,,,Point,"[144.9597412, -37.8160073]",4,,,,,,
node/6573455732,charging_station,,,,,Point,"[144.9547665, -37.8163799]",1,,,,,,
node/6573455737,charging_station,,,,,Point,"[144.9559119, -37.8132556]",,,,,,,
node/6573455738,charging_station,,,,,Point,"[144.9618065, -37.8143461]",2,,,,,,
node/6573455739,charging_station,,,,,Point,"[144.9639555, -37.81826]",2,,,,,,
node/6573455740,charging_station,,,,,Point,"[144.9707936, -37.8162175]",,,,,,,
node/6573455741,charging_station,,,,,Point,"[144.9700374, -37.8153856]",,,,,,,
node/6573455742,charging_station,,,,,Point,"[144.9730784, -37.8144864]",,,,,,,
node/6573455743,charging_station,,,,,Point,"[144.9695662, -37.8125596]",2,,,,,,
node/6573455744,charging_station,,,,,Point,"[144.9681379, -37.813368]",,,,,,,
node/6585408270,charging_station,,Chargefox,,,Point,"[144.3113609, -38.3401694]",,,,,,,
node/6585419253,charging_station,Chargefox,,,,Point,"[144.8855401, -37.713734]",,,,,,,2
node/6595579456,charging_station,,NRMA Fast Charger,,,Point,"[151.0698417, -33.8460153]",2,,,,,,
node/6604720986,charging_station,,,,,Point,"[145.6858267, -38.6490505]",,,,,,,
node/6618649725,charging_station,,EVolution,,,Point,"[145.1184356, -37.9430275]",,,,,,,
node/6656200736,charging_station,,NRMA Fast Charger,,,Point,"[151.7362504, -29.7384627]",,,,,,,
node/6656233420,charging_station,,NRMA Fast Charger,,,Point,"[150.1611444, -33.4780477]",,,,,,,
node/6656345063,charging_station,,NRMA Fast Charger,,,Point,"[152.9335121, -29.6881629]",1,,,,,,1
node/6663145566,charging_station,,,,,Point,"[145.279579, -38.0870252]",2,,,,,,2
node/6695968988,charging_station,,NRMA Fast Charger,,,Point,"[153.553519, -28.636313]",2,,,,,,2
node/6704482109,charging_station,,,,,Point,"[144.830228, -37.86395]",,,,,,,1
node/6711862737,charging_station,,NRMA Fast Charger,,,Point,"[149.8431789, -36.6731502]",2,,,,,,1
node/6720432773,charging_station,,,,,Point,"[144.9426093, -37.8188089]",,,,,,,
node/6749392356,charging_station,,NRMA Fast Charger,,,Point,"[147.317755, -35.7175328]",2,,,,,,1
node/6749417820,charging_station,,NRMA Fast Charger,,,Point,"[148.3253727, -34.8234623]",1,,,,,,1
node/6753244994,charging_station,EVLink,,,,Point,"[151.1833566, -33.7965055]",2,,,,,,
node/6758195608,charging_station,,,,,Point,"[146.8959075, -36.0283814]",,,,,,,
node/6759463884,charging_station,,NRMA Fast Charger,,,Point,"[148.609354, -32.2493739]",,,,,,,
node/6773221148,charging_station,Yurika,QESH - Maryborough,,,Point,"[152.6988509, -25.5399733]",2,,,,,,"2, 1"
node/6773250148,charging_station,,Queensland Electric Super Highway,,,Point,"[153.5149307, -28.1640661]",,,,,,,
node/6773252378,charging_station,Chargefox,Chargefox Gundagai,,,Point,"[148.1104046, -35.0021569]",1,,,,,,1
node/6773252901,charging_station,Yurika,QESH - North Lakes,,,Point,"[152.8997448, -27.6821816]",2,,,,,,"2, 1"
node/6773287818,charging_station,Yurika,QESH - Hamilton,,,Point,"[153.0839368, -27.4443325]",4,,,,,,"2, 1"
node/6773289000,charging_station,Yurika,QESH - Childers,,,Point,"[152.278546, -25.235255]",2,,,,,,"2, 1"
node/6773304236,charging_station,Yurika,QESH - Cooroy,,,Point,"[152.9114294, -26.4170901]",2,,,,,,"2, 1"
node/6773336912,charging_station,Tesla Supercharger,Tesla Supercharger,,Tesla,Point,"[153.0874707, -26.6537911]",6,,,,,,
node/6775859672,charging_station,,Melbourne Marriot Hotel,,,Point,"[144.9692983, -37.8098361]",1,,,,,,
node/6775859673,charging_station,,,,,Point,"[144.970523, -37.8101221]",,,,,,,
node/6775859674,charging_station,,,,,Point,"[144.9633222, -37.8055148]",,,,,,,
node/6775859675,charging_station,,,,,Point,"[144.9669687, -37.8022448]",,,,,,,
node/6775859678,charging_station,,,,,Point,"[144.9733535, -37.8044709]",2,,,,,,
node/6775859679,charging_station,,,,,Point,"[144.9427005, -37.8014314]",1,,,,,,
node/6775859680,charging_station,,,,,Point,"[144.9428225, -37.801086]",,,,,,,
node/6775859681,charging_station,,,,,Point,"[144.939222, -37.812617]",1,,,,,,
node/6775859682,charging_station,,,,,Point,"[144.9370084, -37.8129804]",,,,,,,
node/6775859684,charging_station,,,,,Point,"[144.9509974, -37.8100036]",,,,,,,
node/6775895585,charging_station,,,,,Point,"[144.9607646, -37.8319526]",,,,,,,
node/6775895586,charging_station,,,,,Point,"[144.9692208, -37.8322063]",,,,,,,
node/6816255780,charging_station,Tesla Supercharger,,,Tesla,Point,"[144.3064633, -36.7745651]",6,,,,,,
node/6816990777,charging_station,Tesla Supercharger,Heatherbrae Supercharger,,Tesla,Point,"[151.7276848, -32.7878111]",6,,,,,,
node/6817401048,charging_station,Chargefox,,,Chargefox,Point,"[153.112883, -27.5779109]",2,,,,,,2
node/6824446152,charging_station,,,,,Point,"[152.0308228, -28.2168672]",,,,,,,
node/6839063086,charging_station,,,,,Point,"[145.1705033, -38.2998125]",,,,,,,
node/6839163294,charging_station,,NRMA Fast Charger,,,Point,"[150.2519137, -30.9786335]",,,,,,,
node/6859419893,charging_station,,,,,Point,"[144.5220013, -38.2661166]",,,,,,,
node/6865327793,charging_station,,,,,Point,"[145.5266163, -41.4429335]",2,,,,,,"1, 1"
node/6907644721,charging_station,Chargefox,,,,Point,"[153.5617941, -28.857635]",,,,,,,
node/6914078647,charging_station,,Chargefox,,,Point,"[146.2375699, -38.184512]",,,,,,,
node/6914659544,charging_station,,,,,Point,"[150.8633339, -34.436581]",,,,,,,
node/6926483227,charging_station,NRMA,NRMA Fast Charger,,,Point,"[144.8426785, -34.5091627]",,,,,,,1
node/6926521128,charging_station,NRMA,NRMA Fast Charger,,,Point,"[142.162711, -34.18882]",,,,,,,1
node/6961067090,charging_station,"Tesla, Inc.",,,Tesla,Point,"[153.563108, -28.870871]",,,,,,,
node/6961675434,charging_station,,,,,Point,"[151.7720103, -32.9291638]",22,,,,,,
node/6965043248,charging_station,,,,,Point,"[151.7607437, -32.9302558]",50,,,,,,
node/6965043249,charging_station,,,,,Point,"[151.7607424, -32.9302851]",22,,,,,,
node/6965043250,charging_station,,,,,Point,"[151.760741, -32.9303144]",22,,,,,,
node/6965052432,charging_station,,,,,Point,"[151.1778386, -33.8763052]",22,,,,,,
node/6965112603,charging_station,,,,,Point,"[151.6906686, -32.9028042]",7,,,,,,
node/6965116701,charging_station,,,,,Point,"[151.6697747, -32.9026832]",50,,,,,,
node/6965116702,charging_station,,,,,Point,"[151.6698001, -32.9026703]",50,,,,,,
node/6965143040,charging_station,,,,,Point,"[151.2391178, -33.9138057]",22,,,,,,
node/6967754081,charging_station,Chargefox,,,,Point,"[151.2129122, -33.9053712]",,,,,,,
node/6967811174,charging_station,Tesla Supercharger,,,Tesla,Point,"[144.9222192, -37.7644055]",,,,,,,
node/6968144446,charging_station,Evie Networks,Evie Networks Fast Charger,,,Point,"[152.9964595, -26.9182695]",,,,,,,
node/6970324927,charging_station,,,,,Point,"[119.3819872, -34.3984322]",2,,,,,,
node/6975226878,charging_station,,,,,Point,"[153.0167803, -27.4954744]",2,,,,,,
node/6979040237,charging_station,Tesla Supercharger,Tesla Supercharger,,Tesla,Point,"[149.1267896, -36.2355277]",,,,,,,
node/6979057721,charging_station,,Chargefox,,,Point,"[149.1336412, -36.2188825]",350,,,,,,
node/6984191992,charging_station,,,,,Point,"[115.3418932, -33.645879]",,,,,,,
node/7021322234,charging_station,Chargefox,Chargefox Goulburn,,,Point,"[149.7496197, -34.7479333]",3,,,,,,3
node/7034602235,charging_station,,Chargefox Kings Meadows - idle fees apply,,,Point,"[147.1586843, -41.4681651]",2,,,,,,2
node/7034800289,charging_station,Tesla Supercharger,Tesla Supercharger,,Tesla,Point,"[151.9467399, -27.5780873]",4,,,,,,
node/7042825731,charging_station,,Chargefox Karuah,,,Point,"[151.9625258, -32.6539082]",3,,,,,,1
node/7070676761,charging_station,,,,,Point,"[147.5146104, -41.1621624]",,,,,,,
node/7104312656,charging_station,,Town Hall Daylesford,24/7,,Point,"[144.1423321, -37.3426377]",2,,,,,,
node/7110814863,charging_station,"Tesla, Inc.","Tesla Only, 22kw destination charger",,Tesla,Point,"[142.9339235, -37.2833721]",,,,,,,
node/7125090552,charging_station,Evie Networks,Evie Networks Campbell Town,24/7,,Point,"[147.4945273, -41.9293446]",2,,,,,,2
node/7135828901,charging_station,,,,,Point,"[153.0412292, -27.4921779]",1,,,,,,
node/7140188595,charging_station,Tesla Supercharger,Tesla Supercharger,,Tesla,Point,"[153.2391675, -29.427045]",4,,,,,,
node/7145645463,charging_station,"Tesla, Inc.",Tesla Destination Charger,,Tesla,Point,"[134.7543104, -29.0106618]",1,,,,,,
node/7149039454,charging_station,,,,,Point,"[144.9614795, -37.7189925]",1,,,,,,1
node/7185843792,charging_station,Tesla Supercharger,Adelaide Supercharger,,Tesla,Point,"[138.5952395, -34.9276045]",4,,,,,,
node/7221406917,charging_station,Chargefox,,,,Point,"[138.6048811, -34.9244]",2,,,,,,2
node/7236246800,charging_station,"Tesla, Inc.",Macquarie Point Charging Station,,Tesla,Point,"[147.3370559, -42.8807344]",3,,,,,,2
node/7237598406,charging_station,,,,,Point,"[150.8452155, -33.7708416]",,,,,,,
node/7244697466,charging_station,,NRMA Fast Charger,,,Point,"[146.9148011, -36.0837898]",,,,,,,1
node/7249211887,charging_station,,,,,Point,"[140.3615633, -36.1050786]",,,,,,,2
node/7270664150,charging_station,Tesla Supercharger,Tesla Supercharger,,Tesla,Point,"[151.1207792, -33.7781529]",,,,,,,
node/7370307097,charging_station,,,,,Point,"[143.8623024, -37.5613256]",,,,,,,4
node/7370327570,charging_station,,Dan Murphy's Charging Station,,,Point,"[150.1774602, -35.7098969]",1,,,,,,
node/7371168765,charging_station,Tesla Supercharger,,,Tesla,Point,"[152.6612476, -26.1881513]",4,,,,,,
node/7375482623,charging_station,,NRMA Fast Charger,,,Point,"[151.2946203, -32.7742468]",,,,,,,
node/7384135909,charging_station,,NRMA Fast Charger,,,Point,"[149.2791803, -31.2787465]",,,,,,,
node/7401170459,charging_station,,,,,Point,"[151.2464722, -33.9306373]",,,,,,,
node/7416508372,charging_station,,,,,Point,"[144.9244765, -37.8244076]",,,,,,,
node/7416508373,charging_station,,,,,Point,"[144.9244672, -37.8243839]",,,,,,,
node/7416508374,charging_station,,,,,Point,"[144.9244629, -37.8243625]",,,,,,,
node/7476003934,charging_station,,Stockland Forster,,,Point,"[152.5199677, -32.1997712]",,,,,,,
node/7478006036,charging_station,,Evie Networks,,,Point,"[147.7361254, -35.2771687]",2,,,,,,2
node/7500495489,charging_station,,,,,Point,"[144.9789845, -37.7719979]",2,,,,,,
node/7512650865,charging_station,,NRMA Fast Charger,24/7,,Point,"[150.610947, -34.1683025]",1,,,,,,1
node/7612243561,charging_station,,Evie Networks,,,Point,"[145.2398046, -36.9074894]",2,,,,,,2
node/7612252206,charging_station,,Evie Taree,,,Point,"[152.4706099, -31.9433485]",2,,,,,,2
node/7644755936,charging_station,,Mood Food New Norfolk,24/7,,Point,"[147.0611487, -42.7791986]",,,,,,,
node/7672020234,charging_station,Evie Networks,,,,Point,"[146.8284661, -19.3194992]",2,,,,,,1
node/7742159359,charging_station,,NRMA Fast Charger,,,Point,"[143.5644882, -34.6396148]",,,,,,,1
node/7745584029,charging_station,,,,,Point,"[152.9036312, -27.6766678]",4,,,,,,
node/7769026737,charging_station,,,,,Point,"[139.2770491, -35.1205066]",2,,,,,,2
node/7811188174,charging_station,,,24/7,,Point,"[146.2290933, -42.1356399]",1,,,,,,"1, 1"
node/7814409569,charging_station,Electric Highway Tasmania,,24/7,,Point,"[145.5554413, -42.0788206]",1,,,7467,TAS,,"1, 1"
node/7816558586,charging_station,,NRMA Fast Charger,,,Point,"[148.9124032, -34.8412265]",2,,,,,,2
node/7818245016,charging_station,,,,,Point,"[145.1400183, -37.9208333]",,,,,,,1
node/7842335713,charging_station,,,,,Point,"[149.5813787, -33.4257824]",2,,,,,,
node/7853763889,charging_station,,Majura Park Destination Charger,,,Point,"[149.190361, -35.2998964]",1,,,,,,1
node/7853779128,charging_station,,ActewAGL Civic Rapid Charger,,,Point,"[149.1283604, -35.279627]",1,,,,,,1
node/7853799488,charging_station,,Secure Parking EV Chargers,,,Point,"[149.1354521, -35.2801903]",4,,,,,,4
node/7853821459,charging_station,NRMA,Sovereign Place NRMA Fast Charger,,,Point,"[152.8274176, -31.4581377]",2,,,,,,2
node/7858748739,charging_station,,SG Fleet Fyshwick,Mo-Su 06:00-20:00,,Point,"[149.165535, -35.3224367]",1,,,,,,1
node/7862093042,charging_station,,,,,Point,"[151.2762714, -33.8908025]",,,,,,,
node/7882866714,charging_station,,,,,Point,"[146.6510431, -41.5236168]",1,,,,,,1
node/7885621574,charging_station,,,24/7,,Point,"[147.3322907, -42.8814091]",1,,,,,,1
node/7908350351,charging_station,,,Mo-Su 09:00-17:00,,Point,"[146.7164989, -42.6817118]",1,,,,,,1
node/7916500373,charging_station,,,24/7,,Point,"[147.0474304, -43.0312044]",1,,,,,,1
node/7932870081,charging_station,,NRMA Fast Charger,,,Point,"[147.3735986, -35.1083685]",2,,,,,,1
node/7935846174,charging_station,,,,,Point,"[118.4624195, -33.1006924]",,,,,,,
node/7951263438,charging_station,,,24/7,,Point,"[146.9268457, -43.163457]",1,,,,,,1
node/7956430892,charging_station,,Evie Networks,,,Point,"[153.0500396, -26.6628606]",,,,,,,
node/7959130026,charging_station,,NRMA Fast Charger,,,Point,"[150.8663635, -32.0506093]",,,,,,,
node/7961393123,charging_station,,Evie Networks Fast Charger,,,Point,"[139.4404743, -35.2401819]",,,,,,,2
node/7987569797,charging_station,,Lorne Visitor Information Centre,,,Point,"[143.9742629, -38.5366421]",1,,,,,,
node/8021537952,charging_station,,,24/7,,Point,"[147.3333345, -42.8818357]",1,,,,,,1
node/8021537953,charging_station,,,24/7,,Point,"[147.3354788, -42.8816834]",1,,,,,,1
node/8023428147,charging_station,,,,,Point,"[153.077346, -27.4157668]",4,,,,,,
node/8028020165,charging_station,,,,,Point,"[142.201977, -36.7111262]",8,,,,,,4
node/8041302706,charging_station,Electric Highway Tasmania,,24/7,,Point,"[145.90733, -41.0498769]",1,,,,,,"1, 1"
node/8095263593,charging_station,,Treendale Shopping Centre,,,Point,"[115.7417543, -33.2831945]",2,,,,,,
node/8122913262,charging_station,Yurika,QESH - Rockhampton,,,Point,"[150.5132751, -23.3821063]",2,,,,,,"2, 1"
node/8122913263,charging_station,,,,,Point,"[150.5222122, -23.3558309]",,,,,,,
node/8133502030,charging_station,,NRMA Fast Charger,,,Point,"[151.6696956, -30.5119326]",1,,,,,,
node/8148294052,charging_station,,,,,Point,"[150.7352534, -33.7693688]",,,,,,,
node/8163934715,charging_station,,NRMA Fast Charger,,,Point,"[149.586206, -32.593669]",,,,,,,
node/8167428500,charging_station,Electric Highway Tasmania,,24/7,,Point,"[146.3593825, -41.1776609]",2,,,,,,"1, 1"
node/8169947525,charging_station,,Evie Seven Hills,,,Point,"[150.9548236, -33.7671436]",350,,,,,,2
node/8173029604,charging_station,,,,,Point,"[115.7649217, -33.9791934]",,,,,,,
node/8190129317,charging_station,"Tesla, Inc.",Tesla Destination Charger,,Tesla,Point,"[149.0994869, -33.280911]",,,,,,,
node/8192505717,charging_station,"Tesla, Inc.",Tesla Destination Charger,,Tesla,Point,"[149.0432132, -33.3333919]",,,,,,,
node/8195721669,charging_station,,Evie Networks,,,Point,"[145.0730497, -37.6784969]",,,,,,,
node/8209129030,charging_station,,NRMA Fast Charger,,,Point,"[152.0189641, -29.0572225]",,,,,,,
node/8219338731,charging_station,,Evie Networks,,,Point,"[144.5721618, -37.7227909]",,,,,,,1
node/8241597113,charging_station,,,,,Point,"[151.2414403, -33.8254745]",2,,,,,,
node/8241642779,charging_station,,NRMA Fast Charger,,,Point,"[138.9586197, -34.524747]",2,,,,,,1
node/8241696310,charging_station,,NRMA Fast Charger,,,Point,"[140.6035481, -34.2857972]",2,,,,,,1
node/8253300980,charging_station,,NRMA Fast Charger,24/7,,Point,"[148.6944413, -33.8340931]",,,,,,,"1, 1"
node/8280062891,charging_station,Charging the Regions,CTR Maryborough,,,Point,"[143.741488, -37.0508473]",2,,,,,,1
node/8280179360,charging_station,,,,,Point,"[145.1431387, -37.9279602]",,,,,,,
node/8302152508,charging_station,Tesla Supercharger,Tesla Supercharger,,Tesla,Point,"[149.5866349, -33.4190492]",6,,,,,,
node/8309916935,charging_station,Yurika,QESH - Forest Glen,,,Point,"[153.0042582, -26.6871515]",2,,,,,,"2, 1"
